distance,elevation,terrain,dangerous,risk
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,paved,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,0,sandy,0,1
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,paved,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
1,300,sandy,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,paved,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,0,sandy,0,2
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,paved,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
2,300,sandy,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,paved,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,0,sandy,0,3
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,paved,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
3,300,sandy,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,paved,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,0,sandy,0,4
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,paved,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
4,300,sandy,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,paved,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,0,sandy,0,5
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,paved,0,6
5,300,sandy,0,6
5,300,sandy,0,6
5,300,sandy,0,6
5,300,sandy,0,6
5,300,sandy,0,6
5,300,sandy,0,6
5,300,sandy,0,6
5,300,sandy,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,paved,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,0,sandy,0,6
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,paved,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
6,300,sandy,0,7
7,0,paved,0,7
